"Text","Title","Chapter"
"rarity--Monsieur Paris, as it was the episcopal mode among his brother","A Tale of Two Cities",13
"Professors of the provinces, Monsieur Orleans, and the rest, to call","A Tale of Two Cities",13
"him, presided in this dainty dress. And who among the company at","A Tale of Two Cities",13
"Monseigneur’s reception in that seventeen hundred and eightieth year","A Tale of Two Cities",13
"of our Lord, could possibly doubt, that a system rooted in a frizzled","A Tale of Two Cities",13
"hangman, powdered, gold-laced, pumped, and white-silk stockinged, would","A Tale of Two Cities",13
"see the very stars out!","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"Monseigneur having eased his four men of their burdens and taken his","A Tale of Two Cities",13
"chocolate, caused the doors of the Holiest of Holiests to be thrown","A Tale of Two Cities",13
"open, and issued forth. Then, what submission, what cringing and","A Tale of Two Cities",13
"fawning, what servility, what abject humiliation! As to bowing down in","A Tale of Two Cities",13
"body and spirit, nothing in that way was left for Heaven--which may have","A Tale of Two Cities",13
"been one among other reasons why the worshippers of Monseigneur never","A Tale of Two Cities",13
"troubled it.","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"Bestowing a word of promise here and a smile there, a whisper on one","A Tale of Two Cities",13
"happy slave and a wave of the hand on another, Monseigneur affably","A Tale of Two Cities",13
"passed through his rooms to the remote region of the Circumference of","A Tale of Two Cities",13
"Truth. There, Monseigneur turned, and came back again, and so in due","A Tale of Two Cities",13
"course of time got himself shut up in his sanctuary by the chocolate","A Tale of Two Cities",13
"sprites, and was seen no more.","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"The show being over, the flutter in the air became quite a little storm,","A Tale of Two Cities",13
"and the precious little bells went ringing downstairs. There was soon","A Tale of Two Cities",13
"but one person left of all the crowd, and he, with his hat under his arm","A Tale of Two Cities",13
"and his snuff-box in his hand, slowly passed among the mirrors on his","A Tale of Two Cities",13
"way out.","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"“I devote you,” said this person, stopping at the last door on his way,","A Tale of Two Cities",13
"and turning in the direction of the sanctuary, “to the Devil!”","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"With that, he shook the snuff from his fingers as if he had shaken the","A Tale of Two Cities",13
"dust from his feet, and quietly walked downstairs.","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"He was a man of about sixty, handsomely dressed, haughty in manner, and","A Tale of Two Cities",13
"with a face like a fine mask. A face of a transparent paleness; every","A Tale of Two Cities",13
"feature in it clearly defined; one set expression on it. The nose,","A Tale of Two Cities",13
"beautifully formed otherwise, was very slightly pinched at the top","A Tale of Two Cities",13
"of each nostril. In those two compressions, or dints, the only little","A Tale of Two Cities",13
"change that the face ever showed, resided. They persisted in changing","A Tale of Two Cities",13
"colour sometimes, and they would be occasionally dilated and contracted","A Tale of Two Cities",13
"by something like a faint pulsation; then, they gave a look of","A Tale of Two Cities",13
"treachery, and cruelty, to the whole countenance. Examined with","A Tale of Two Cities",13
"attention, its capacity of helping such a look was to be found in the","A Tale of Two Cities",13
"line of the mouth, and the lines of the orbits of the eyes, being much","A Tale of Two Cities",13
"too horizontal and thin; still, in the effect of the face made, it was a","A Tale of Two Cities",13
"handsome face, and a remarkable one.","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"Its owner went downstairs into the courtyard, got into his carriage, and","A Tale of Two Cities",13
"drove away. Not many people had talked with him at the reception; he had","A Tale of Two Cities",13
"stood in a little space apart, and Monseigneur might have been warmer","A Tale of Two Cities",13
"in his manner. It appeared, under the circumstances, rather agreeable","A Tale of Two Cities",13
"to him to see the common people dispersed before his horses, and","A Tale of Two Cities",13
"often barely escaping from being run down. His man drove as if he were","A Tale of Two Cities",13
"charging an enemy, and the furious recklessness of the man brought no","A Tale of Two Cities",13
"check into the face, or to the lips, of the master. The complaint had","A Tale of Two Cities",13
"sometimes made itself audible, even in that deaf city and dumb age,","A Tale of Two Cities",13
"that, in the narrow streets without footways, the fierce patrician","A Tale of Two Cities",13
"custom of hard driving endangered and maimed the mere vulgar in a","A Tale of Two Cities",13
"barbarous manner. But, few cared enough for that to think of it a second","A Tale of Two Cities",13
"time, and, in this matter, as in all others, the common wretches were","A Tale of Two Cities",13
"left to get out of their difficulties as they could.","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"With a wild rattle and clatter, and an inhuman abandonment of","A Tale of Two Cities",13
"consideration not easy to be understood in these days, the carriage","A Tale of Two Cities",13
"dashed through streets and swept round corners, with women screaming","A Tale of Two Cities",13
"before it, and men clutching each other and clutching children out of","A Tale of Two Cities",13
"its way. At last, swooping at a street corner by a fountain, one of its","A Tale of Two Cities",13
"wheels came to a sickening little jolt, and there was a loud cry from a","A Tale of Two Cities",13
"number of voices, and the horses reared and plunged.","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"But for the latter inconvenience, the carriage probably would not have","A Tale of Two Cities",13
"stopped; carriages were often known to drive on, and leave their wounded","A Tale of Two Cities",13
"behind, and why not? But the frightened valet had got down in a hurry,","A Tale of Two Cities",13
"and there were twenty hands at the horses’ bridles.","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"“What has gone wrong?” said Monsieur, calmly looking out.","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"A tall man in a nightcap had caught up a bundle from among the feet of","A Tale of Two Cities",13
"the horses, and had laid it on the basement of the fountain, and was","A Tale of Two Cities",13
"down in the mud and wet, howling over it like a wild animal.","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"“Pardon, Monsieur the Marquis!” said a ragged and submissive man, “it is","A Tale of Two Cities",13
"a child.”","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"“Why does he make that abominable noise? Is it his child?”","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"“Excuse me, Monsieur the Marquis--it is a pity--yes.”","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"The fountain was a little removed; for the street opened, where it was,","A Tale of Two Cities",13
"into a space some ten or twelve yards square. As the tall man suddenly","A Tale of Two Cities",13
"got up from the ground, and came running at the carriage, Monsieur the","A Tale of Two Cities",13
"Marquis clapped his hand for an instant on his sword-hilt.","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"“Killed!” shrieked the man, in wild desperation, extending both arms at","A Tale of Two Cities",13
"their length above his head, and staring at him. “Dead!”","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"The people closed round, and looked at Monsieur the Marquis. There was","A Tale of Two Cities",13
"nothing revealed by the many eyes that looked at him but watchfulness","A Tale of Two Cities",13
"and eagerness; there was no visible menacing or anger. Neither did the","A Tale of Two Cities",13
"people say anything; after the first cry, they had been silent, and they","A Tale of Two Cities",13
"remained so. The voice of the submissive man who had spoken, was flat","A Tale of Two Cities",13
"and tame in its extreme submission. Monsieur the Marquis ran his eyes","A Tale of Two Cities",13
"over them all, as if they had been mere rats come out of their holes.","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"He took out his purse.","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"“It is extraordinary to me,” said he, “that you people cannot take care","A Tale of Two Cities",13
"of yourselves and your children. One or the other of you is for ever in","A Tale of Two Cities",13
"the way. How do I know what injury you have done my horses. See! Give","A Tale of Two Cities",13
"him that.”","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"He threw out a gold coin for the valet to pick up, and all the heads","A Tale of Two Cities",13
"craned forward that all the eyes might look down at it as it fell. The","A Tale of Two Cities",13
"tall man called out again with a most unearthly cry, “Dead!”","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"He was arrested by the quick arrival of another man, for whom the rest","A Tale of Two Cities",13
"made way. On seeing him, the miserable creature fell upon his shoulder,","A Tale of Two Cities",13
"sobbing and crying, and pointing to the fountain, where some women were","A Tale of Two Cities",13
"stooping over the motionless bundle, and moving gently about it. They","A Tale of Two Cities",13
"were as silent, however, as the men.","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"“I know all, I know all,” said the last comer. “Be a brave man, my","A Tale of Two Cities",13
"Gaspard! It is better for the poor little plaything to die so, than to","A Tale of Two Cities",13
"live. It has died in a moment without pain. Could it have lived an hour","A Tale of Two Cities",13
