"Date","Site1","Site2","Site3","Site4","Site5","Site6"
2020-02-16,50.4,27.5,52.9,53.5,54,18.2
2020-02-17,54.6,25.6,55.1,57.5,73.1,18.4
2020-02-18,59.6,27.7,65.9,60.8,66.9,18.3
2020-02-19,57.9,27,44.4,59.3,64.9,18.3
2020-02-20,42.3,21.4,38.9,49.1,65.6,18
2020-02-21,53.3,27.5,54.6,65.1,75,18.4
2020-02-22,62.2,19.8,42.4,53,60.5,18.1
2020-02-23,58.9,29.3,47.7,52.3,62.8,18.5
2020-02-24,48.3,25.8,38.3,63.1,63,18
2020-02-25,51.8,20.8,44.7,56,69.7,18
2020-02-26,51.6,25,49.9,60.9,74.1,18.2
2020-02-27,49.4,25.3,36.9,52.9,57.4,17.9
2020-02-28,54,21.3,35.2,55.1,62.5,18
2020-02-29,58.8,24.3,48.3,48.2,66.1,18
2020-03-01,50.6,26.2,42.8,53.4,62.3,18
2020-03-02,36.9,11.1,43.8,48.4,53.7,17.7
2020-03-03,54.8,18.7,46.3,56.3,51.2,18.2
2020-03-04,51.2,23,62.1,57.9,67.1,18.1
2020-03-05,51.2,21.2,49.8,52.1,55.5,18.1
2020-03-06,53,28.8,49.1,54.7,48.8,18.3
2020-03-07,54.4,23.1,57.8,55.2,71,18.1
2020-03-08,53.4,27.3,52.8,52.4,53.6,18
2020-03-09,50.1,19,42.7,56.5,67.1,18.1
2020-03-10,51.3,30.4,50.2,59,69.1,18.3
2020-03-11,55,23.8,54,53.3,59.3,18.2
2020-03-12,50.7,23.7,52.3,58.9,63.9,18.2
2020-03-13,52.3,26.4,57.5,57.7,60.3,18.2
2020-03-14,50.2,24.6,40.4,52.3,54.6,18.1
2020-03-15,50.7,25.1,37.3,54.6,51.3,18.1
2020-03-16,49.7,23.7,56.7,56.4,57.3,17.9
2020-03-17,59,19.9,39.6,56.2,63.7,17.7
2020-03-18,52.5,18.4,48.8,52.9,54,17.9
2020-03-19,52.7,24,56.7,56.4,63.1,17.8
2020-03-20,56.3,27.6,49.6,61.1,60.6,18
2020-03-21,46.8,19.4,37.3,47.5,54.9,18
2020-03-22,65.1,18,38,53,59,18.1
2020-03-23,42.7,17.6,44.8,51.2,60.3,17.9
2020-03-24,41,20.3,51.5,49.5,55.3,18
2020-03-25,45.3,21.8,47.1,46.9,51.9,18.1
2020-03-26,49,20,42.9,44,58.9,18
2020-03-27,45.6,19.3,51.6,47.5,51.9,18
2020-03-28,55.1,24.6,39.1,58.4,60.4,18.1
2020-03-29,50.4,15.5,38,51.5,56.8,17.8
2020-03-30,41.6,25.6,46.5,50.3,62,18.2
2020-03-31,44.2,15.3,40.7,51.3,40.1,18
2020-04-01,52.9,23.1,43.6,54.1,58.6,18.1
2020-04-02,34.8,24,41,51.8,53.8,18.1
2020-04-03,53.7,19.4,52.2,60.2,66.1,18.1
2020-04-04,43.2,14.6,37.4,49.9,30.5,18.1
2020-04-05,50.7,18.9,58.6,52.8,64.5,18.3
2020-04-06,21,16.9,35,51.7,61.8,18
2020-04-07,41.5,18.1,38.7,49.8,51.8,18
2020-04-08,40.7,19.9,41.8,51.9,60.2,18
2020-04-09,41.3,23.1,37,47,54.8,18.1
2020-04-10,54.3,25.9,58.3,58,70.8,18.2
2020-04-11,49.8,16.7,36.2,50.4,64,18.2
2020-04-12,56.9,22.9,32.9,49.3,49.5,17.9
2020-04-13,40.3,14.3,34.5,48.8,56.8,18.1
2020-04-14,57,21.9,45,53.9,57.1,18
2020-04-15,35.3,19.2,39.3,42.6,51.9,18
2020-04-16,40,20.6,44.5,53.3,61.8,18.1
2020-04-17,34.2,18.9,37.9,54.8,57.9,18.1
2020-04-18,39.1,24.6,40.8,54.5,38.6,18
2020-04-19,41,19.3,41.8,49.7,45.4,18.2
2020-04-20,52.8,16.5,55.7,54.2,59.9,17.9
2020-04-21,49.6,21.6,59.3,54.9,74,18.2
2020-04-22,44.1,18.6,50.7,51.2,51.5,18
2020-04-23,53.7,22.4,39,46.8,56,18.1
2020-04-24,42.8,17.7,24.9,43.4,49.5,18
2020-04-25,58.2,18,36.6,51.4,66.3,18.1
2020-04-26,51.3,21.7,41,47.5,57.5,18.1
2020-04-27,50.1,18.8,51.4,60.4,61.6,18.3
2020-04-28,46.2,15.5,43.3,46.5,62.6,18.3
2020-04-29,51.8,19.9,34.9,50,51,18.1
2020-04-30,36.1,16.9,44.2,50,47.3,18
2020-05-01,49.3,14.4,37.5,47.1,48.8,18.2
2020-05-02,51.4,15.6,30.2,56.8,47.2,18.1
2020-05-03,48.9,26.4,54,51.7,66,18.1
2020-05-04,40.3,12,32.8,50.1,46.9,17.8
2020-05-05,48.3,16.6,37.1,46.7,56.5,18.1
2020-05-06,39.7,13.2,39.9,49.1,52.2,18.1
2020-05-07,40.3,20.2,36,40.7,38.2,18.1
2020-05-08,49.8,19.3,38.8,42.2,38.3,18.1
2020-05-09,35.5,23.8,32.9,52.8,51.1,18.1
2020-05-10,43.2,18.1,31.5,52.6,66.1,17.9
2020-05-11,46.7,18.9,48,50.6,58.7,18.3
2020-05-12,36.8,13.1,34.2,42.5,62.1,18
2020-05-13,41.2,16.8,28.8,51.4,41.6,18.1
2020-05-14,41,21.1,42.1,50.4,58.8,18.2
2020-05-15,33.4,11.5,29.5,49.7,51.5,18.1
2020-05-16,43.9,18.7,51.5,59.1,62.8,18.1
2020-05-17,46.9,18.6,40.4,53.4,49.4,18.1
2020-05-18,47.5,18.2,31.6,42.1,44.1,18.1
2020-05-19,46.6,25.3,41.9,47.9,60.1,18.1
2020-05-20,37.2,15.7,31.6,48.4,53,17.9
2020-05-21,37.9,17.9,29.6,52.8,32.2,18.1
2020-05-22,42.6,23.8,40.4,49.4,55.5,18
2020-05-23,49.5,20.6,44,50.9,53,18.2
2020-05-24,41.4,17.9,46.7,54.9,36.3,18.2
2020-05-25,35.9,15,49.3,51.7,47.9,18.1
2020-05-26,53.6,27,51,56.8,58.1,18.2
2020-05-27,31.7,14.3,32.4,46.3,49.7,18.1
2020-05-28,28.8,21.4,30.3,44.2,39.8,18
2020-05-29,42.9,20.8,46.9,51.5,48.6,18.3
2020-05-30,41.3,15.6,28.2,54.5,52.5,18.1
2020-05-31,36.8,18,37.1,42.8,59.7,18.1
2020-06-01,42.1,18.1,30.2,49.7,43.4,18.1
2020-06-02,42.6,14.4,22.9,45.5,40.9,17.9
2020-06-03,36.3,18.9,40.9,54.3,56.4,18.2
2020-06-04,36.7,17.1,39.6,46.5,49.3,18.3
2020-06-05,27.8,18.8,39.9,46.1,53.6,18.1
2020-06-06,47.3,24.3,38.9,50.8,51.9,18.1
2020-06-07,33.1,22.7,45.3,45.8,46.3,18.3
2020-06-08,37.5,20.1,29.9,45.1,51.6,18.2
2020-06-09,54,18.7,41.6,52.1,56.6,18.1
2020-06-10,47.7,24.5,46.2,52.8,62.7,18.1
2020-06-11,33,21.2,26.9,46.7,60.8,18
2020-06-12,61.5,18.3,58.3,42.5,47.9,18.2
2020-06-13,47.3,17.6,36.2,38.7,40.2,18
2020-06-14,28,19.8,37.3,50.1,52.7,17.9
2020-06-15,55.8,28,56.9,42.2,52.2,18.1
2020-06-16,43.9,19.5,35.4,49.9,43.5,17.9
2020-06-17,54.9,20,46.8,54.3,62.8,18.1
2020-06-18,50.9,16.5,36.9,48.8,41,17.9
2020-06-19,40.7,13.1,36.7,45.7,41.4,17.8
2020-06-20,43.8,18.4,20.1,42,45.3,18
2020-06-21,24,20.5,27.4,42.3,45.7,17.9
2020-06-22,39.8,17.1,29.1,49.9,38.7,18.2
2020-06-23,38.1,18.9,40.4,48.1,58.5,18
2020-06-24,31.5,16.8,40.2,46.7,66.4,18.1
2020-06-25,46.9,12.9,32.1,48.8,43.7,18.2
2020-06-26,47.7,19.3,20.3,45.3,48.7,18.2
2020-06-27,40.8,15.6,32.5,56.9,59.2,18.1
2020-06-28,45.7,18.2,41.2,53.3,53.6,18.2
2020-06-29,41.3,15.8,37.6,43.3,41.7,18.2
2020-06-30,37.6,18.2,43,43.3,50.1,18
2020-07-01,46.6,15.9,46,50,58,18.2
2020-07-02,19.9,12.2,31.8,45.7,42.8,17.9
2020-07-03,53.1,19.9,39.8,51.6,51.2,18.1
2020-07-04,50,15.6,25.3,40.1,45.7,18.3
2020-07-05,43.7,20.5,36.3,40.4,62.4,18.1
2020-07-06,49.7,21,48,45.5,52.8,18.1
2020-07-07,51.8,20.5,35.3,52.7,45.6,18.1
2020-07-08,38.7,15.7,47.4,48.7,50.6,18.2
2020-07-09,43.3,10.9,33.6,42.3,38.1,18.1
2020-07-10,44.6,17.1,40.8,46.7,50.3,18.1
2020-07-11,30.6,16.1,38.4,42.5,58.6,18
2020-07-12,31.7,16.3,26,46,48.3,18.1
2020-07-13,37.4,24.5,35.2,48.7,44,18.1
2020-07-14,39.6,16.7,39.4,50,50.6,18.1
2020-07-15,35.5,17,34,50.4,58.9,18.1
2020-07-16,37,21.7,33.9,53.5,67.7,18.3
2020-07-17,49.4,16,35.9,53.1,45.2,18.1
2020-07-18,37.6,19.7,37.3,47.4,47.6,18.3
2020-07-19,39,15.8,42.8,48.8,44,18.1
2020-07-20,28.7,16.6,24.9,51.8,47,18.2
2020-07-21,35.3,17.6,34.2,43.2,51,18.2
2020-07-22,45.9,18.5,40,52.7,52.6,18
2020-07-23,35.1,22.8,34.2,48.3,62.5,18.1
2020-07-24,32,16.8,42.1,43.7,38.5,17.9
2020-07-25,38.9,19.9,40,51.9,64,18.2
2020-07-26,40.7,12.4,31.9,42,35.7,17.9
2020-07-27,40.4,13.6,38.4,57.3,56.6,17.9
2020-07-28,40.4,20.5,29.5,48.7,47.4,18.1
2020-07-29,55.3,21.8,42.1,53.9,57.7,18.3
2020-07-30,45.1,21.1,41,54.2,41.4,18.2
2020-07-31,47.2,15.3,42.7,50.4,33.7,18.2
2020-08-01,37.2,16.1,37.5,54.3,52.7,18.2
2020-08-02,47,9.3,35.1,47.4,49.3,18.3
2020-08-03,41.1,18.2,34.8,49.6,50.2,18.2
2020-08-04,39.4,13.7,27.6,52.8,57,18.2
2020-08-05,47.3,21.8,18,41.7,37,18
2020-08-06,40.4,19.2,49.4,46.8,45.8,18
2020-08-07,50.1,16.5,42,52.5,50.9,18.2
2020-08-08,47.1,16.9,41.9,51.9,61.3,18.3
2020-08-09,35.9,22.6,42.1,48.8,44.7,17.8
2020-08-10,40.6,12.7,30.5,47.1,52.7,18.2
2020-08-11,43.5,17.3,30.5,45.2,46.3,18
2020-08-12,47,19.9,44.5,42,40.2,18.1
2020-08-13,44.3,21.2,25.5,52.4,42.1,18.3
2020-08-14,44.3,17.4,40,44.7,51.3,18.2
2020-08-15,47.3,21.4,45.9,45.7,49.3,18.1
2020-08-16,32.7,15,42.8,47.4,48,18.1
2020-08-17,32.7,11.4,24.2,42.1,58.2,17.9
2020-08-18,34.6,18.3,34,52,51.7,18
2020-08-19,35,19.7,36.9,46.4,41.1,18
2020-08-20,41.5,16.2,43.8,44.4,56.5,18.2
2020-08-21,49,26.1,43.2,60.2,56.4,18.3
2020-08-22,45.4,22.7,48.5,52.5,52.7,18
2020-08-23,33.7,22,26.6,47.1,31.2,18.1
2020-08-24,41.6,18.8,48.7,51.3,48.7,18.1
2020-08-25,57.7,19.8,58.6,49.7,46.1,18.4
2020-08-26,50,16.1,37.4,46.4,54.4,18.2
2020-08-27,48.7,20.3,39.3,49.3,48.8,17.8
2020-08-28,33.2,20.2,33.2,46.1,50.2,18
2020-08-29,51.3,17.7,42.5,51.4,65.2,18.2
2020-08-30,40.8,17.1,36,48.4,61.1,18.1
2020-08-31,37.5,17.2,38,41.1,37.8,18.2
2020-09-01,43.4,24.8,37.3,57,50.2,17.9
2020-09-02,40,16.1,36.1,45.9,43.2,18.1
2020-09-03,46.6,22.2,48.3,53.1,36.1,18.2
2020-09-04,45.8,19.1,25.1,54,49.6,17.9
2020-09-05,40.1,21.3,31.4,49.7,54.8,18.2
2020-09-06,46.7,21.9,35.4,49.7,50.7,18
2020-09-07,59.6,21.4,40.1,47.3,53.4,18.2
2020-09-08,46.1,12.8,34.2,48.6,36.6,18
2020-09-09,54.4,25.7,25.3,45.2,45.1,18.2
2020-09-10,50,17.7,44,48.7,56.1,18
2020-09-11,46.6,20.1,52.2,50.1,47.7,18.1
2020-09-12,45,22.4,58.8,57.7,50.5,18.2
2020-09-13,45.1,24.7,54.4,52.2,53,18.1
2020-09-14,45.9,19.8,43,47.9,45.9,18.1
2020-09-15,55.5,23.6,39.2,53.3,63,18.3
2020-09-16,42,20.7,50.9,57,51.6,18.1
2020-09-17,55.9,23.7,47.2,45.6,59,18.1
2020-09-18,51.8,21.9,39.2,49.2,54,18
2020-09-19,61.2,20,48.5,53.6,55.2,18.2
2020-09-20,52.3,28.4,37.7,55.9,65.3,18.2
2020-09-21,42.6,20.7,38.9,57.6,63.2,18
2020-09-22,48.8,15.7,51.3,45.2,58.3,18
2020-09-23,45.2,25.1,49.3,57.2,62,17.9
2020-09-24,63.5,17.8,42.5,54.7,56.7,18.2
2020-09-25,37.7,22.8,44.9,55.2,51.9,18.1
2020-09-26,50.7,21.3,46.3,47,52.9,18.2
2020-09-27,51.7,15.2,54.4,62.8,62.5,18.1
2020-09-28,43.1,22.3,42.1,52.8,65.8,18
2020-09-29,66.7,28.8,38.4,63.9,74.6,18.2
2020-09-30,36.1,24.3,47.2,56.8,48.5,17.9
2020-10-01,56,12.4,54.5,46.3,54.9,17.9
2020-10-02,43.5,21.2,43.1,51.3,53.3,18
2020-10-03,45.5,18.8,48.6,48.4,56.4,17.9
2020-10-04,48.4,18.8,35,51.2,47,17.7
2020-10-05,42.5,18.5,43.8,47,63.2,17.9
2020-10-06,49.2,18.3,45.5,47,65.8,17.8
2020-10-07,63.4,18.5,43.3,51,61.2,17.9
2020-10-08,54.3,21.7,51.7,51.6,58.6,18
2020-10-09,60.4,18.1,61,57,55.4,17.8
2020-10-10,43.8,22.5,45.7,53,51.2,17.7
2020-10-11,45.2,23.7,53.5,55.5,63.4,17.8
2020-10-12,40.6,17.5,31.2,44.8,63.3,17.7
2020-10-13,59.4,24.9,42.3,56.1,64.1,17.9
2020-10-14,51.3,17.1,49.5,42.9,63.2,17.8
2020-10-15,53.3,28.3,56.4,56.1,69,17.9
2020-10-16,51.9,21.8,42.9,48.1,62,17.7
2020-10-17,52.9,21.7,44.3,47.2,62.6,18.1
2020-10-18,51.1,17.8,47.3,56.1,60.3,18
2020-10-19,38.9,21.1,37.5,53.9,63.8,17.9
2020-10-20,46.7,21.9,43.1,53.2,65.3,17.9
2020-10-21,47.9,11.5,29.6,50.4,38.1,17.8
2020-10-22,61.9,22,48.6,48.3,67.4,17.9
2020-10-23,44.9,16.9,38.4,51.6,56.5,17.9
2020-10-24,42.4,26.2,42.1,52,49.9,17.9
2020-10-25,57.6,27,54.1,62.2,49.7,17.9
2020-10-26,38.9,22.9,27.9,44.8,45.2,17.9
2020-10-27,45.1,16,37,51.9,53.1,17.8
2020-10-28,63.9,24.4,55,55.8,48.5,18
2020-10-29,67.1,24.2,49,52.2,65.5,17.9
2020-10-30,67.2,18.4,49.8,55.1,69.3,18.1
2020-10-31,60.1,26.9,53.2,55.8,76.3,18.1
2020-11-01,56.8,21.6,44.8,59.4,60.2,17.9
2020-11-02,55,20.4,41.9,44.9,62.1,17.8
2020-11-03,45.5,15.6,39.9,48.5,46.1,17.9
2020-11-04,62.2,22.3,40.1,53.7,48.5,18
2020-11-05,54.4,29,40.3,47.5,72.3,18
2020-11-06,57.8,23.4,52.7,56.2,58.5,17.9
2020-11-07,57.4,21.2,49.8,56.6,63.1,18.1
2020-11-08,45.6,20,37.2,49.6,60.1,17.9
2020-11-09,57.6,30.8,46.7,51.6,74.8,18.2
2020-11-10,49.3,26.2,60.5,53.3,59.4,17.9
2020-11-11,58.9,24,47.2,53.1,62.2,17.9
2020-11-12,51.8,26,53.1,57.2,51.6,17.9
2020-11-13,41.1,16.8,56.7,57.4,53.7,17.9
2020-11-14,62.1,21.5,51.8,57.3,74.3,17.8
2020-11-15,50.2,20.8,47.9,52.3,51.6,17.9
2020-11-16,58.3,19.4,50,52.3,56.3,17.8
2020-11-17,59,22.6,52.4,60.5,67.7,17.9
2020-11-18,54.1,24,44.4,55.4,64.3,18
2020-11-19,53.1,23.8,50.8,58.1,62.2,17.8
2020-11-20,53.4,24.3,46.3,63.9,67.1,18.3
2020-11-21,49.7,25.2,35.1,59.5,56.8,18
2020-11-22,53.2,22.3,49.1,58.5,65.9,17.9
2020-11-23,65.9,29.7,61.2,56.9,68.8,18.1
2020-11-24,63.3,23.5,58.2,56.7,60.8,18.1
2020-11-25,55.7,20.8,44.9,59.1,56,17.9
2020-11-26,42.2,21.4,50,48.6,55,18
2020-11-27,63.6,25.6,48.4,55.8,67.1,17.7
2020-11-28,46.5,24.3,48.7,53.6,60.1,18.1
2020-11-29,56.8,23.6,60.8,53,64.6,17.8
2020-11-30,62.4,20.7,60.5,53.6,59.4,17.9
2020-12-01,56.5,26.5,47.2,57.8,60.9,17.9
2020-12-02,49.9,17.5,52.7,53.8,68.3,17.9
2020-12-03,53.2,22.4,60.9,50.1,68.4,17.9
2020-12-04,54.5,20,59.4,57.2,64.3,17.9
2020-12-05,43.2,15.8,50.5,50.7,66.8,17.8
2020-12-06,53.9,22.5,50.4,47.8,56,18
2020-12-07,60.9,24.6,43,53.7,59.1,17.9
2020-12-08,53.5,24.5,49.4,55.3,65.8,17.8
2020-12-09,56.7,27.5,48.6,54.9,62.9,18.1
2020-12-10,59.4,22.5,58.5,54.3,56.8,17.9
2020-12-11,45.2,23.1,43.6,54.2,71.6,17.8
2020-12-12,54.5,20.1,39.1,61.4,66.4,17.9
2020-12-13,44.4,23.9,48.4,59.5,69.3,17.8
2020-12-14,39.8,20.8,54.5,54,58.4,18.1
2020-12-15,50,24.7,50.6,54,58.6,17.8
2020-12-16,54.8,24.3,46.6,59.5,64.3,17.7
2020-12-17,61.4,30.6,52.9,51.5,71.1,18
2020-12-18,51.7,23.9,48.6,53.6,62.5,18
2020-12-19,57.1,24.7,52.7,61.4,69,17.8
2020-12-20,62.6,26.5,44.1,55.7,66.9,17.9
2020-12-21,57,27.2,46.3,55.2,74.9,18
2020-12-22,52.3,21.6,37.3,67.1,53.8,17.8
2020-12-23,62.2,23.8,37.8,57.1,60.5,17.9
2020-12-24,58.5,19,43.1,57.7,72.4,18
2020-12-25,49.6,28.1,59.6,47.5,69.4,17.7
2020-12-26,49.3,20.5,54.5,54.7,64.2,17.8
2020-12-27,65.6,23.9,55.3,58.7,70.7,18
2020-12-28,55.3,24.1,58.8,51.2,66.2,18
2020-12-29,43.5,23.9,48.8,54.5,56.9,17.7
2020-12-30,67.5,31.2,53.1,68.7,81.5,18.2
2020-12-31,52.7,23.2,46.5,53.5,62.7,17.8
2021-01-01,60.7,22.1,48,57.6,58.3,17.9
2021-01-02,45.1,25.9,44.4,51.4,60.4,17.7
2021-01-03,58.1,20.5,54.4,54.4,84.7,17.7
2021-01-04,44.4,23.7,46.7,58.6,72.1,17.8
2021-01-05,65.8,24.7,49.2,62.3,56.9,17.8
2021-01-06,50.1,19.3,40.3,53.3,47.1,17.7
2021-01-07,51.6,22.8,63,57.6,77.7,17.9
2021-01-08,41.5,22.2,49,42.9,51,17.6
2021-01-09,57,25.6,54.7,57.8,75.7,17.9
2021-01-10,59.6,23.5,57.2,56.1,61.1,17.9
2021-01-11,62.4,21.9,50.5,50.3,60.6,18
2021-01-12,53.3,24.1,51.7,53.7,54.1,17.9
2021-01-13,47.1,24.7,50,57.1,66.5,17.8
2021-01-14,40.8,23.1,48.9,48,68.8,17.8
2021-01-15,56.6,23.9,46.1,45.3,45.7,18
2021-01-16,57.4,20.8,54.4,55.2,52.3,17.8
2021-01-17,59.4,21.5,51.3,57.8,74.8,17.7
2021-01-18,38.4,20.6,43.2,48.1,55.4,17.6
2021-01-19,57.9,17.3,48,58.4,70.6,17.7
2021-01-20,56.6,27.3,57.2,62.3,77.1,17.7
2021-01-21,61.3,27.3,52.2,62.7,64.6,17.8
2021-01-22,52.7,24.3,39.7,49,55.3,17.8
2021-01-23,48,23.8,43.6,48.3,69.8,17.8
2021-01-24,48,20.1,40.1,48,54.4,17.6
2021-01-25,47.9,24.1,40.2,59,53.4,17.8
2021-01-26,61.5,24.1,56.1,57.2,73.6,18
2021-01-27,44.2,19.3,46.4,51.2,56.9,17.9
2021-01-28,61.6,26.5,53.1,60.5,66.6,18.1
2021-01-29,57.3,25,49.8,57.1,65.9,18.1
2021-01-30,57.9,17.8,40.1,56.3,59.4,17.8
2021-01-31,50.3,24.4,44.8,55,62.7,17.9
2021-02-01,57.2,23,52.5,54.7,59.4,18
2021-02-02,65.5,31.4,46.2,60.4,71.6,18.1
2021-02-03,54.9,21.4,48.6,56.4,64.6,18.1
2021-02-04,54.7,20.8,42.1,58.6,57,17.7
2021-02-05,55.1,20.2,58.6,57.4,55.1,18
2021-02-06,41.4,22.7,50.5,54.6,53.5,17.7
2021-02-07,49.8,22.5,43.2,48.8,54.3,18
2021-02-08,59.6,21.8,33.1,54.2,63.4,18.1
2021-02-09,58.9,29.5,64.7,52.9,65.5,18
2021-02-10,63.7,22.6,62.1,56.1,67.6,17.9
2021-02-11,46.6,17.4,28.7,52.2,44.2,17.8
2021-02-12,59.2,24.3,46.7,46.4,63.9,18.1
2021-02-13,48.7,19.7,44.3,50.3,59.6,17.9
2021-02-14,46.8,19.3,30.3,50.4,57.2,18
2021-02-15,68.2,29.7,54.8,56.5,59.5,18
2021-02-16,55,25.8,52.7,64.7,68.6,17.9
2021-02-17,38.2,17.4,39.3,46.4,55,17.9
2021-02-18,52.3,24.6,42.6,50.5,70.2,18.2
2021-02-19,52.5,20.1,43.6,45.1,48.1,17.9
2021-02-20,46.6,16.5,53,54.4,45.5,18
2021-02-21,34.8,23.5,27.8,57,61.1,17.9
2021-02-22,50.7,19.5,44.6,53.1,68,18.2
2021-02-23,47.9,17.2,43.9,47.8,40,18.1
2021-02-24,49.4,16.1,37,49.8,56.9,18.1
2021-02-25,67.6,27.2,68.3,61.1,83.2,18.2
2021-02-26,58.3,21.7,56.8,49.6,55.4,18
2021-02-27,56,23.1,53.3,59.1,60.4,18
2021-02-28,70.9,20.1,39.8,54.8,57.4,18
2021-03-01,62.1,23.8,51.6,52.7,63.7,18.1
2021-03-02,43.4,23.1,40.2,57.2,61.3,18
2021-03-03,56.7,23.9,46.8,57.3,76.1,18.2
2021-03-04,56.9,25.6,59.3,54.7,72.5,17.9
2021-03-05,53.1,22.1,39.9,51.5,65.4,18
2021-03-06,48.9,21.2,44.6,54.4,78.2,18
2021-03-07,35.2,17.9,37,54.9,52.1,17.9
2021-03-08,48.5,21.8,41.5,53.4,60.2,17.9
2021-03-09,43.7,20.7,41.4,50.3,52.7,18
2021-03-10,39.7,19.1,34.1,53.6,57.2,17.7
2021-03-11,48.6,24.3,43.9,66.3,60.4,18.3
2021-03-12,56.2,16.9,40.7,64.4,61.9,18.1
2021-03-13,52.7,21.8,45.4,52.4,62.7,18.1
2021-03-14,53.2,22.4,41,50.8,59.9,18
2021-03-15,57.1,20.4,49.8,59,51.9,18
2021-03-16,59.3,26.6,43.1,57.5,62.9,18.2
2021-03-17,54.8,15.6,39.1,46.7,61.2,17.9
2021-03-18,50.4,17.3,43.1,55.2,61.3,18
2021-03-19,50.4,23.4,40.4,51.7,66.8,18
2021-03-20,45.4,22.5,54.5,54.6,47.2,18
2021-03-21,47.6,13.2,44,43.8,53.8,18.2
2021-03-22,41.7,23.9,36.1,54.7,63,18
2021-03-23,49.7,23.6,52.1,57,50.1,18.1
2021-03-24,48,18.6,36.6,54,69.3,17.9
2021-03-25,44.8,21.7,49.5,49.9,53.1,18.1
2021-03-26,43.6,17,41.4,49,52.1,18
2021-03-27,36.7,16.5,43.8,49.9,55.3,17.9
2021-03-28,52.1,20.2,33.9,51.3,52,18
2021-03-29,50.3,20.2,52.5,49.2,57.4,18.3
2021-03-30,42.2,20.3,45.7,60.8,62.2,17.9
2021-03-31,42,20.7,44,50.9,54.9,18.1
2021-04-01,35.2,17.8,29.5,42.3,54.6,17.9
2021-04-02,56.7,24.8,47.9,54.3,47.9,17.9
2021-04-03,41.5,22.7,36.8,56.1,55.6,18
2021-04-04,46,19.3,36.7,54.3,50.2,18
2021-04-05,55.5,21.5,47.8,57.4,50.9,18
2021-04-06,43.4,28.4,33.6,48.1,56.1,18
2021-04-07,62.2,22.5,47.7,52.8,62.9,18.1
2021-04-08,58,18.8,49,54.7,55.3,18
2021-04-09,26.1,13,26.1,47.2,39.5,17.9
2021-04-10,35.2,15.2,32.1,49.8,55.5,17.9
2021-04-11,51.5,21.1,47.5,55,72.6,18.1
2021-04-12,47.7,24.3,45,54.8,53,18.2
2021-04-13,51.9,20.8,44.5,55.2,42.9,18
2021-04-14,46.8,24.1,41.4,57.1,57.1,18.1
2021-04-15,49.7,20,45.3,43.4,48.4,17.8
2021-04-16,49.2,21.3,32.8,43.8,60.2,17.9
2021-04-17,46.6,20.5,39.9,43.9,42.9,18
2021-04-18,43.4,17.3,40.8,43.2,48.4,18.1
2021-04-19,37.5,14.2,42.6,50.6,41,18.1
2021-04-20,45.4,26.9,37.1,44.2,55.3,18.1
2021-04-21,35.6,17.7,48.3,50.8,43.1,17.9
2021-04-22,51.7,20.8,40.4,45.3,46.8,17.9
2021-04-23,44.9,20.6,31.6,49.6,51.4,18.1
2021-04-24,34.3,18.1,43.4,46.9,49,18
2021-04-25,41.7,22.2,48.3,58.9,65.9,18
2021-04-26,55.3,23,38,50.6,45.7,17.9
2021-04-27,49.2,15.9,37.9,41.6,48.4,18.1
2021-04-28,33.2,23.9,44.5,54,40.3,18
2021-04-29,44.4,17,38,46.9,59,17.7
2021-04-30,53.8,20.4,41.7,51.6,62.1,18
2021-05-01,53.9,19.5,37.4,54.5,44.6,17.9
2021-05-02,54.9,21.5,59.2,61.1,60.6,18
2021-05-03,40.8,17.2,34.2,52.3,55.9,17.9
2021-05-04,37.3,18.4,40.4,45.1,51.5,18
2021-05-05,40,22.4,42.7,53.4,45.3,17.8
2021-05-06,55.6,24.9,53.4,60.6,79.7,18
2021-05-07,47,19.7,33.6,51.9,58.5,17.8
2021-05-08,41.7,21.9,46.4,50,63.7,17.9
2021-05-09,44.1,21.3,48,51.9,59.4,17.9
2021-05-10,43.3,13.6,35.9,49.4,60.7,18
2021-05-11,41.1,18.3,37.4,49.5,50.5,17.8
2021-05-12,43.2,13.9,35.1,49,47.1,17.8
2021-05-13,53.8,17.7,36.8,45,30.3,17.7
2021-05-14,42.9,20.4,40.7,60.2,59.4,17.8
2021-05-15,34.3,20.3,39.7,35.1,48.8,17.9
2021-05-16,35.9,18.9,28.5,44.5,45.7,18
2021-05-17,56.4,21.6,35.5,52.6,70.8,17.9
2021-05-18,50.2,22.8,51.1,42.2,45.5,17.9
2021-05-19,46.6,13.2,23.5,39.7,32.2,17.7
2021-05-20,53,23.7,35.2,45.3,60.7,17.7
2021-05-21,41.7,17.3,42.1,53.9,48.6,17.9
2021-05-22,44.8,17.9,43.8,43.4,57.6,18.1
2021-05-23,40.3,19.4,46.4,42.9,58.7,17.9
2021-05-24,40.9,18.6,39.5,50.9,51.3,17.9
2021-05-25,42.8,18.8,44.4,53.3,48.9,17.8
2021-05-26,51.4,15.2,31.7,48.1,52.3,17.8
2021-05-27,39.5,19.9,31.3,47.3,50.8,17.5
2021-05-28,22.4,12.2,26.9,44.9,33.3,17.6
2021-05-29,44.7,16.3,40.3,54,46.9,17.9
2021-05-30,40.9,15.3,21.5,50.4,47.2,17.6
2021-05-31,33.3,19.3,35.3,49,53.8,17.8
2021-06-01,38.8,16.4,53.7,45.6,58.5,18
